firm,year,quarter,total_assets,current_assets,inventory,total_liabilities,short_term_debt,equity,revenue,cogs,operating_profit,interest_expense,net_income,cfo,capex,capex_abs,FCF,avg_total_assets,avg_equity,avg_inventory,ROA,NPM,TATO,ITO,DAR,QR,FCF_TA,ICR,has_debt,SIZE,ROA_lag1,ROA_lag4,REV_GROWTH_YOY,revenue_zero_flag,revenue_negative_flag,op_gt_rev_flag,bs_error,bs_error_flag,bs_severe_flag,qr_issue_flag,target,ROA_next,ROA_lag2,REV_GROWTH_QOQ
API,2016,3,680879905764.0,331575049966.0,1749284293.0,303398293843.0,216620502503.0,377481611921.0,5355197726.0,5038832768.0,-1328381335.0,309444183.0,-1263088835.0,-53652761104.0,-81836094568.0,81836094568.0,-135488855672.0,643560151682.0,377933199594.5,1719226355.5,-0.0019626585513394,-0.2358622220179811,0.0083212077565768,2.9308722216130545,0.4455973678685136,1.5225971773767453,-0.1352638061248168,-4.29279788723642,1,27.246651777711865,0.0011657958963847,0.0072380486462689,16.932395210696967,0,0,0,0.0,0,0,0,0,-0.0022533820651956,0.000791030311383,-0.6667082463533229
API,2016,4,727524661317.0,384135059689.0,2110385145.0,350385379353.0,308518832853.0,377139281964.0,5230085378.0,5334084453.0,-1235852528.0,418103933.0,-1586836796.0,30881525918.0,-16286120612.0,16286120612.0,14595405306.0,704202283540.5,377310446942.5,1929834719.0,-0.0022533820651956,-0.3034055242529924,0.0074269645246034,2.7640110318690976,0.4816130613616803,1.2382539860249742,0.0207261544688822,-2.9558500421951304,1,27.31291373413504,-0.0019626585513394,-0.010617901786715412,1.24413927001878,0,0,0,0.0,0,0,0,1,0.0368340048351816,0.0011657958963847,-0.0233627877814048
API,2017,1,840065737402.0,465976540623.0,2413981019.0,437945386320.0,374008143402.0,402120351082.0,80261204546.0,48411190354.0,28870316163.0,327706428.0,28870316163.0,114807502738.0,-23481598020.0,23481598020.0,91325904718.0,783795199359.5,389629816523.0,2262183082.0,0.0368340048351816,0.3597044964164921,0.102400735053733,15.678345617609526,0.521322757043272,1.239445097070368,0.1165175607003328,88.09810762393711,1,27.45674598453361,-0.0022533820651956,0.000791030311383,2.4791435385399536,0,0,0,0.0,0,0,0,0,-0.0056362346769973,-0.0019626585513394,14.346060101353856
API,2017,2,1082045406801.0,602061634115.0,2311071144.0,685341617145.0,609165864143.0,396703789656.0,10663908144.0,8748731882.0,464890708.0,681207761.0,-5416734742.0,164778327716.0,-104846997578.0,104846997578.0,59931330138.0,961055572101.5,399412070369.0,2362526081.5,-0.0056362346769973,-0.5079502438369841,0.0110960369551592,3.7031260524520055,0.6333760236284075,0.9845439448823256,0.0623599007984009,0.6824506921611541,1,27.70987426109245,0.0368340048351816,0.0011657958963847,-0.3363097260097617,0,0,0,0.0,0,0,0,1,0.0099468676455762,-0.0022533820651956,-0.867134960105312
API,2017,3,1291502114815.0,645800800326.0,1884041229.0,884114517477.0,789055476475.0,407387597338.0,37807256895.0,20214556889.0,15125227748.0,554308283.0,11804681524.0,256752562403.0,-166305955653.0,166305955653.0,90446606750.0,1186773760808.0,402045693497.0,2097556186.5,0.0099468676455762,0.3122332190559206,0.0318571729031651,9.63719447378913,0.6845629653526694,0.8160601862540923,0.0762121726456275,27.28667099495607,1,27.886827086968385,-0.0056362346769973,-0.0019626585513394,6.059918014127122,0,0,0,0.0,0,0,0,1,0.0164261776680023,0.0368340048351816,2.545347201464041
API,2017,4,1398255442603.0,665938216190.0,1837088417.0,969586034121.0,869683647592.0,428669408482.0,142064356976.0,102521274838.0,29361829796.0,387901276.0,22091217761.0,74861679536.0,-84293258548.0,84293258548.0,-9431579012.0,1344878778709.0,418028502910.0,1860564823.0,0.0164261776680023,0.1555014799717288,0.1056335777060687,15.678345617609526,0.6934255391246776,0.7636122969677289,-0.0070129584623632,75.69407891300672,1,27.966246463079653,0.0099468676455762,-0.0022533820651956,16.932395210696967,0,0,0,0.0,0,0,0,0,0.0063930618272744,-0.0056362346769973,2.757594933971208
API,2018,1,1523077801559.0,1390793581006.0,696369115082.0,1084902543943.0,988150072940.0,438175257616.0,71779768100.0,59347146153.0,11348985451.0,377647486.0,9338132024.0,-116757421279.0,-8391302727.0,8391302727.0,-125148724006.0,1460666622081.0,433422333049.0,349103101749.5,0.0063930618272744,0.130094207200427,0.0491417870545545,0.16999890821819374,0.7123093402270781,0.7027520261754463,-0.0856791838151963,30.05179664031975,1,28.051754272948497,0.0164261776680023,0.0368340048351816,-0.1056729274619725,0,0,0,0.0,0,0,0,1,0.0187972184319239,0.0099468676455762,-0.4947376694062234
API,2018,2,1342682196022.0,1059101055222.0,446484181896.0,872467931997.0,749194127859.0,470214264025.0,220395478805.0,172221163583.0,34486503149.0,270009634.0,26934158324.0,-80169382069.0,-544097573.0,544097573.0,-80713479642.0,1432879998790.5,454194760820.5,571426648489.0,0.0187972184319239,0.1222083069491213,0.153812935480317,0.3013880504845151,0.6497948171070442,0.817701114498452,-0.0563295458866971,127.72323208660029,1,27.92569036810399,0.0063930618272744,-0.0056362346769973,16.932395210696967,0,0,0,0.0,0,0,0,1,0.0165938051655977,0.0164261776680023,2.0704401064371787
API,2018,3,1575370405342.0,1195119637566.0,460824181973.0,1077880231129.0,824442175162.0,497490174213.0,256895588074.0,199846490563.0,33818677303.0,456791210.0,24210798165.0,-198992303919.0,-83304444352.0,83304444352.0,-282296748271.0,1459026300682.0,483852219119.0,453654181934.5,0.0165938051655977,0.0942437289270455,0.1760733085852654,0.44052606262947325,0.6842074901711772,0.8906573168078326,-0.1352638061248168,74.03530664042331,1,28.085511538551057,0.0187972184319239,0.0099468676455762,5.794875089389899,0,0,0,0.0,0,0,0,0,0.0057400329408271,0.0063930618272744,0.1656118785508042
API,2018,4,1779241932340.0,1258873759727.0,510192973163.0,1284562312790.0,1037610887036.0,493312054111.0,291217651426.0,245874157705.0,14359787477.0,515711868.0,9627792661.0,516472932863.0,-98230752791.0,98230752791.0,418242180072.0,1677306168841.0,495401114162.0,485508577568.0,0.0057400329408271,0.0330604707985788,0.173622238346162,0.5064259810539867,0.7219716944848451,0.7215429174058237,0.13255709573697985,27.84459378972446,1,28.20720850881173,0.0165938051655977,0.0164261776680023,1.0498994795379786,0,0,0,0.0007686225319574293,0,0,0,0,0.0004516136597675,0.0187972184319239,0.1336031638741626
API,2019,1,1877969075959.0,1611567566671.0,674966542318.0,1408414796789.0,914234294470.0,469554279170.0,67938834214.0,50800289507.0,3298123992.0,441496342.0,825823224.0,135565427235.0,-41562584139.0,41562584139.0,94002843096.0,1828605504149.5,481433166640.5,592579757740.5,0.0004516136597675,0.0121553929141431,0.0371533576049247,0.08572734529559521,0.7499669801909713,1.0244649867307445,0.051406846847331,7.470331412168303,1,28.26121203010354,0.0057400329408271,0.0063930618272744,-0.0535099790326573,0,0,0,0.0,0,0,0,0,-0.0054318437871001,0.0165938051655977,-0.76670770510879
API,2019,2,2162631051409.0,1895142056358.0,882882446231.0,1704047691947.0,1314470451262.0,458583359462.0,40765581883.0,33187082002.0,-7814115306.0,4046823572.0,-10973954349.0,-101869506548.0,29819839185.0,29819839185.0,-131689345733.0,2020300063684.0,464068819316.0,778924494274.5,-0.0054318437871001,-0.2691965585207638,0.0201779837637901,0.04260628885847384,0.7879511814263357,0.7700892851224973,-0.0651830627044903,-1.930925617826761,1,28.40234667572386,0.0004516136597675,0.0187972184319239,-0.8150344004149546,0,0,0,0.0,0,0,0,0,-0.0047934454165477,0.0057400329408271,-0.3999664204629591
API,2019,3,2376501956946.0,2091019936161.0,1087366450575.0,1911991933054.0,1476823121115.0,464510023892.0,40765581883.0,33187082002.0,-7722238755.0,4046823572.0,-10879043157.0,114724575044.0,689428495.0,689428495.0,114035146549.0,2269566504177.5,461546691677.0,985124448403.0,-0.0047934454165477,-0.2668683397730859,0.0179618362396362,0.033688212748957835,0.8045404412420794,0.6796030419866684,0.0502453425969673,-1.9082222433491351,1,28.49665075645732,-0.0054318437871001,0.0165938051655977,-0.8413145893682795,0,0,0,0.0,0,0,0,1,0.0182685989379856,0.0004516136597675,0.0
API,2019,4,2432243089689.0,2150582657550.0,1121825002907.0,1937822797677.0,1529991333022.0,494420292012.0,295643432474.0,228377718358.0,54828185333.0,4046823572.0,43924517326.0,-59419552975.0,-4263604138.0,4263604138.0,-63683157113.0,2404372523317.5,479465157952.0,1104595726741.0,0.0182685989379856,0.1485726131591402,0.1229607432321168,0.20675231021561688,0.7967225010904566,0.6723944328567039,-0.0264863936413361,13.54844963154722,1,28.5198350296792,-0.0047934454165477,0.0057400329408271,0.0151975027143045,0,0,0,0.0,0,0,0,1,0.0046128082530131,-0.0054318437871001,6.252280448799107
API,2020,1,2661632905406.0,2352665026360.0,1213877613026.0,2156971617917.0,1746884056705.0,504661287489.0,128473885364.0,89448412420.0,17469865108.0,1751156932.0,11748536615.0,-172406971104.0,-66350274.0,66350274.0,-172473321378.0,2546937997547.5,499540789750.5,1167851307966.5,0.0046128082530131,0.0914468849580857,0.0504424864239766,0.07659229544876774,0.8103941056394401,0.6518963917284806,-0.067717911289587,9.976184766060705,1,28.60996092459124,0.0182685989379856,0.0004516136597675,0.8910228126570603,0,0,0,0.0,0,0,0,0,0.0060993360700314,-0.0047934454165477,-0.5654431275915508
API,2020,2,2752644192106.0,2410120886992.0,1387067387873.0,2231468045543.0,1973274807513.0,521176146563.0,118750797465.0,78897367933.0,25512301650.0,5690839182.0,16511747797.0,35720777500.0,-795789600.0,795789600.0,34924987900.0,2707138548756.0,512918717026.0,1300472500449.5,0.0060993360700314,0.1390453634794881,0.0438657997462187,0.06066823243531073,0.810663452960022,0.518454649714196,0.0129010714712214,4.483047373873234,1,28.643583090040728,0.0046128082530131,-0.0054318437871001,1.9130161273258133,0,0,0,0.0,0,0,0,1,0.0052043855642551,0.0182685989379856,-0.0756814341798098
API,2020,3,2790130154231.0,2464880696125.0,1524973501296.0,2250842519038.0,1833123894775.0,539287635193.0,88089887340.0,53014153829.0,15326709481.0,994707714.0,14423367397.0,-36191395564.0,-193593274.0,193593274.0,-36384988838.0,2771387173168.5,530231890878.0,1456020444584.5,0.0052043855642551,0.1637346559580694,0.0317854856920939,0.03641030867813706,0.8067159575422619,0.5127352261939532,-0.0131288003315687,15.408254369886187,1,28.65710936093574,0.0060993360700314,-0.0047934454165477,1.1608887515165116,0,0,0,0.0,0,0,0,0,0.0050789858532833,0.0046128082530131,-0.2581954039848603
API,2020,4,2913363057760.0,2641687877444.0,1693667791656.0,2370540557921.0,1973939092905.0,542822499839.0,154721190447.0,110896731151.0,19165133022.0,6347888280.0,14483980669.0,-32215624029.0,411545455.0,411545455.0,-32627169484.0,2851746605995.5,541055067516.0,1609320646476.0,0.0050789858532833,0.0936134257185767,0.0542548872055163,0.06890903400378007,0.8136783884888139,0.480268154775141,-0.0114411180205859,3.0191352110563607,1,28.70032921976828,0.0052043855642551,0.0182685989379856,-0.4766628531124,0,0,0,0.0,0,0,0,1,0.0060694603316589,0.0060993360700314,0.7564012750955573
API,2021,1,2700165149399.0,2438843681237.0,1622082200221.0,2146062343151.0,1988017085346.0,554102806248.0,241173620517.0,191272404045.0,20342543664.0,7437889129.0,17035543387.0,7939255111.0,0.0,0.0,7939255111.0,2806764103579.5,548462653043.5,1657874995938.5,0.0060694603316589,0.0706360146291339,0.0859258603918399,0.11537203016728252,0.7947892904360566,0.4108422845238518,0.0028286150235693,2.734988826962387,1,28.62433405351232,0.0050789858532833,0.0046128082530131,0.8772190148503121,0,0,0,0.0,0,0,0,0,0.0041639733548005,0.0052043855642551,0.5587626996679194
API,2021,2,2750560139665.0,2346094969056.0,1615497275208.0,2195711931518.0,2117164704201.0,554848208147.0,135926969684.0,88804713186.0,19526497562.0,6144247218.0,11348337434.0,-28066299448.0,-91097500.0,91097500.0,-28157396948.0,2725362644532.0,554475507197.5,1618789737714.5,0.0041639733548005,0.0834884898882272,0.0498748193957657,0.054858707784606775,0.7982781033776717,0.3450830690679407,-0.0103316147685862,3.178013004554206,1,28.642825694016526,0.0060694603316589,0.0060993360700314,0.1446404789328881,0,0,0,0.0,0,0,0,1,0.0152683696942224,0.0050789858532833,-0.4363937092596796
API,2021,3,2952719284133.0,2550657973101.0,1609276424537.0,2354317597942.0,2013355059581.0,598401686191.0,238811730316.0,150749642840.0,57439315954.0,8074894132.0,43539889356.0,-166962720953.0,0.0,0.0,-166962720953.0,2851639711899.0,576624947169.0,1612386849872.5,0.0152683696942224,0.1823188890193426,0.0837454077103476,0.09349471118045931,0.7973387821163272,0.4675685712185863,-0.058549725007797,7.1133212417452905,1,28.713747652923168,0.0041639733548005,0.0052043855642551,1.711000519211244,0,0,0,0.0,0,0,0,1,0.0446497679784367,0.0060694603316589,0.7569120452783153
API,2021,4,2850119782962.0,2235155479693.0,1525802869197.0,2005044947283.0,1938895288320.0,845074835679.0,552100161191.0,327989241660.0,168552674613.0,13221624946.0,129547708981.0,-27554250319.0,0.0,0.0,-27554250319.0,2901419533547.5,721738260935.0,1567539646867.0,0.0446497679784367,0.2346453018625052,0.1902862219018563,0.20923824307445327,0.7034949756389705,0.3658540070570983,-0.0094968169892032,12.748257139451912,1,28.67838213843538,0.0152683696942224,0.0050789858532833,2.568355178731144,0,0,0,0.0,0,0,0,1,0.0174585537617682,0.0041639733548005,1.3118636612215449
API,2022,1,2665902403875.0,2100367310081.0,1361678776052.0,1772670943655.0,1704321284692.0,893231460220.0,294257815459.0,204292210230.0,58200425593.0,5461238070.0,48150884950.0,38006362080.0,-972269530.0,972269530.0,37034092550.0,2758011093418.5,869153147949.5,1443740822624.5,0.0174585537617682,0.1636350248671952,0.1066920347641797,0.14150199746975917,0.664942175331831,0.4334209404434526,0.0134278258120046,10.657002102272388,1,28.611563729316188,0.0446497679784367,0.0060694603316589,0.220107799634986,0,0,0,0.0,0,0,0,0,0.0010027002488371,0.0152683696942224,-0.4670209571679494
API,2022,2,2592684909846.0,1982459696591.0,1216548393589.0,1696791793988.0,1384393456421.0,895893115858.0,281823417897.0,203002724878.0,29714509362.0,17685095195.0,2636393404.0,-95727312587.0,-88226808.0,88226808.0,-95815539395.0,2629293656860.5,894562288039.0,1289113584820.5,0.0010027002488371,0.0093547705285567,0.107185980220068,0.1574746610914559,0.6544535309879926,0.5532468384978289,-0.0364415511918924,1.6802007020239849,1,28.58371509942308,0.0174585537617682,0.0041639733548005,1.0733443742045954,0,0,0,0.0,0,0,0,1,0.005768783014775,0.0446497679784367,-0.0422568132730956
API,2022,3,2652369800741.0,2025318441349.0,1217136685461.0,1735298666902.0,1405787280246.0,917071133839.0,131544087722.0,85086266536.0,15713369452.0,16087924641.0,15128791263.0,-89088328562.0,75317252.0,75317252.0,-89163645814.0,2622527355293.5,906482124848.5,1216842539525.0,0.005768783014775,0.115009283389251,0.0501592814490502,0.06992381000192006,0.6542446179326897,0.5748961932182055,-0.0339991289829734,0.976718240707975,1,28.606474620741032,0.0010027002488371,0.0152683696942224,-0.4491724190099938,0,0,0,0.0,0,0,0,1,0.0213108412394362,0.0174585537617682,-0.5332393287130016
API,2022,4,2536794617572.0,2057157230476.0,1080874574986.0,1550841927777.0,1267283556524.0,985952689795.0,69510084044.0,77564177597.0,47452841699.0,15475224817.0,55292729542.0,120028347873.0,-4123724622.0,4123724622.0,115904623251.0,2594582209156.5,951511911817.0,1149005630223.5,0.0213108412394362,0.7954634252348135,0.0267904727777339,0.067505480875592,0.6113391746555074,0.7703742784825687,0.0446717867878546,3.0663749483543286,1,28.5619224384291,0.005768783014775,0.0446497679784367,-0.8740987796597421,0,0,0,0.0,0,0,0,1,0.0017923403714875,0.0010027002488371,-0.4715833660962413
API,2023,1,2397417019172.0,1956046295717.0,1054813337053.0,1407834732661.0,1153601658171.0,989582286511.0,62204413985.0,35526782244.0,9260593614.0,14381393420.0,4421893359.0,-127003755334.0,0.0,0.0,-127003755334.0,2467105818372.0,987767488153.0,1067843956019.5,0.0017923403714875,0.0710864884936669,0.0252135167943657,0.03326963836217212,0.5872298066638512,0.7812341047540424,-0.051478843910233,0.6439288143749287,1,28.505413031706475,0.0213108412394362,0.0174585537617682,-0.7886057371561397,0,0,0,0.0,0,0,0,0,-0.0059368989659893,0.005768783014775,-0.1051023050752678
API,2023,2,2389828248234.0,1907743438470.0,1034535977489.0,1414432885695.0,1299249789723.0,975395362539.0,41578886576.0,30219059413.0,-16974175312.0,15805585102.0,-14210695739.0,117253118689.0,-55000000.0,55000000.0,117198118689.0,2393622633703.0,982488824525.0,1044674657271.0,-0.0059368989659893,-0.3417767263446309,0.0173706941063121,0.02892676605359715,0.5918554551944127,0.6720858974833221,0.0489626547805872,-1.0739352705046097,1,28.502242616626123,0.0017923403714875,0.0010027002488371,-0.8524647565263859,0,0,0,0.0,0,0,0,0,-0.0074646180155303,0.0213108412394362,-0.3315765889856892
API,2023,3,2310979613467.0,1825619308531.0,1014778013696.0,1353104602043.0,1103386566271.0,957875011424.0,46444075071.0,34690165898.0,-17339623176.0,14233374826.0,-17544867526.0,-30205089576.0,55000000.0,55000000.0,-30260089576.0,2350403930850.5,966635186981.5,1024656995592.5,-0.0074646180155303,-0.3777633099416622,0.0197600397367417,0.03385539360704865,0.585511267238326,0.734866020324423,-0.0128744209362559,-1.2182369527939247,1,28.46869262566176,-0.0059368989659893,0.005768783014775,-0.6469314898503606,0,0,0,0.0,0,0,0,0,-0.0093045414910988,0.0017923403714875,0.1170110336193626
API,2023,4,2293194721720.0,1698668627210.0,877474425687.0,1354767692053.0,1104186556281.0,938427029667.0,47020896104.0,40239347291.0,-7778817139.0,11886107547.0,-21419865567.0,50216277455.0,-55000000.0,55000000.0,50161277455.0,2302087167593.5,948151020545.5,946126219691.5,-0.0093045414910988,-0.4555392887371587,0.0204253326137748,0.04253063328497619,0.5907774334300154,0.7437096538186955,0.0217894778968931,-0.6544461345517052,1,28.46096703626859,-0.0074646180155303,0.0213108412394362,-0.3235384944400916,0,0,0,0.0,0,0,0,0,-0.0051921495551955,-0.0059368989659893,0.0124196903936228
API,2024,1,2242391362166.0,1678445068452.0,873663165717.0,1322785715610.0,1202451980485.0,919605646556.0,34878353965.0,28021986875.0,-12381867365.0,15180917216.0,-11774720634.0,-14214176269.0,0.0,0.0,-14214176269.0,2267793041943.0,929016338111.5,875568795702.0,-0.0051921495551955,-0.337593931348245,0.0153798663810684,0.032004323375335646,0.5898995768215399,0.6692840261366589,-0.0062678454365578,-0.8156205049290481,1,28.43856398474088,-0.0093045414910988,0.0017923403714875,-0.4392945495248844,0,0,0,0.0,0,0,0,0,-0.005737444811408,-0.0074646180155303,-0.2582371486954085
API,2024,2,2127302665069.0,1588681566547.0,848019260352.0,1220214256279.0,1065689247698.0,907088408790.0,60280908814.0,39328123278.0,-9539179540.0,12399777927.0,-12535439162.0,188036671.0,637068181.0,637068181.0,-449031510.0,2184847013617.5,913347027673.0,860841213034.5,-0.005737444811408,-0.2079504010246224,0.0275904484104777,0.04568568823438039,0.5735969198531615,0.6950077687233008,-0.0002055208017775,-0.7693024501050808,1,28.38587593871784,-0.0051921495551955,-0.0059368989659893,0.4497961291920478,0,0,0,0.0,0,0,0,0,-0.0031307571820081,-0.0093045414910988,0.728318626346047
API,2024,3,2125697045199.0,1595535368715.0,833842289563.0,1225243140680.0,1055210512410.0,900453904519.0,40934701250.0,27218519067.0,-6044047747.0,12271483421.0,-6657554694.0,-22022556786.0,-637068181.0,637068181.0,-22659624967.0,2126499855134.0,903771156654.5,840930774957.5,-0.0031307571820081,-0.1626384092396423,0.0192498020402736,0.0323671339871889,0.5763959372513957,0.7218399269093385,-0.010655831888393,-0.4925278827054368,1,28.38512088578783,-0.005737444811408,-0.0074646180155303,-0.1186238247306616,0,0,0,0.0,0,0,0,1,0.0040472221213832,-0.0051921495551955,-0.3209342384616955
API,2024,4,2169582660887.0,1650383881691.0,835165421387.0,1260248616456.0,1077970454432.0,909334044431.0,73486501074.0,39419057913.0,10916586888.0,11892751468.0,8691975522.0,43723555842.0,-57000000.0,57000000.0,43666555842.0,2147639853043.0,904893974475.0,834503855475.0,0.0040472221213832,0.1182798935174133,0.0342173297677805,0.047236519824779784,0.5808714455437098,0.7562530651487585,0.0203323456584811,0.9179193660418634,1,28.405555942812747,-0.0031307571820081,-0.0093045414910988,0.5628477371308245,0,0,0,0.0,0,0,0,0,-0.0032171935753351,-0.005737444811408,0.7952128348316698
API,2025,1,2133762274942.0,1636900542184.0,814053951762.0,1228983719378.0,1039103450418.0,904778555564.0,61912575113.0,42065913992.0,-6399695712.0,12508133261.0,-6922346840.0,14694145365.0,0.0,0.0,14694145365.0,2151672467914.5,907056299997.5,824609686574.5,-0.0032171935753351,-0.1118084141608655,0.0287741633711605,0.051013121331069305,0.5759703101937194,0.7918812992979608,0.006829173856206,-0.5116427510373645,1,28.388907863793992,0.0040472221213832,-0.0051921495551955,0.7751002577452053,0,0,0,0.0,0,0,0,1,0.0032211215002018,-0.0031307571820081,-0.1574973061970279
API,2025,2,2109560212317.0,1652128541545.0,810049274218.0,1198020764360.0,1046004759774.0,911539447957.0,83702578423.0,47750812414.0,13592785786.0,12888057742.0,6834128648.0,26903687759.0,-1033347656.0,1033347656.0,25870340103.0,2121661243629.5,908159001760.5,812051612990.0,0.0032211215002018,0.0816477673299739,0.0394514339526752,0.05880268156623688,0.5679007204274933,0.8050434373825792,0.0121934357714636,1.054680701941877,1,28.377500611510417,-0.0032171935753351,-0.005737444811408,0.3885420785753053,0,0,0,0.0,0,0,0,0,-0.0033772932946461,0.0040472221213832,0.351947940628053
